张雪峰,Query time: 2024-01-14 22:16:25,likes,location,gender
为什么那么多人喜欢张雪峰？其实和刘纪鹏他们是一样的，都是站在底层人民的角度在说话，而不是站在其他角度，像姚振山那样，说“如果散户都挣钱了，那挣谁的钱？”这种又荒唐又资本的话。董宇辉也是一样，为什么那么多人喜欢他？因为除了自身的才华和与众不同以外，很多人在其身上看到了自己的影子， 为什么那么多人喜欢张雪峰？其实和刘纪鹏他们是一样的，都是站在底层人民的角度在说话，而不是站在其他角度，像姚振山那样，说“如果散户都挣钱了，那挣谁的钱？”这种又荒唐又资本的话。董宇辉也是一样，为什么那么多人喜欢他？因为除了自身的才华和与众不同以外，很多人在其身上看到了自己的影子，也看到了自己期待中的自己的样子。在张雪峰、刘纪鹏等人说出真相的时候，往往都会破坏原来固有阶层结构的利益的。所以自然会受到某些人的抵制。,2023-12-25 15:05,40,其他,m
你是说张雪峰吗//:卡扎菲完全没能力不至于，但也就是个教培机构负责招生打鸡血的，最多算是个传销大师，只能说有些地方确实神奇,2023-12-25 15:03,0,其他,m
颂扬苦难除了闪烁人性高光，同时也彰显了不必要的苦难。蠢//:又到了证明张雪峰正确的时刻，中国解放军现在后勤水平是很高的。偶尔吃两口雪或许有，但并非常态。之所以这么写是因为他们新闻专业上学时老师只教了这一种写法。//:这真不是值得宣传的事，反而是值得检讨的事,2023-12-25 15:02,0,上海,m
对于这样的孩子，选对专业很重要,2023-12-25 15:01,22,北京,m
//://://:别走上美国娱乐化、偶像化犯罪分子的邪路，如果不是监管，我十分怀疑这些人要给她著书立传，搞点大女主电影电视剧//:气死我了//:这让我毛骨悚然。潜移默化扭曲社会价值。,2023-12-25 14:59,0,北京,m
学新闻成你们这种，还得让人去评论区看网友提供的完整版的话，那张雪峰说的对。 ,2023-12-25 14:58,0,其他,f
教育专业选择张雪峰,2023-12-25 14:54,0,北京,f
张雪峰一遍一遍被证明是对的！,2023-12-25 14:53,1,河北,f
//:张雪峰一遍一遍被证明是对的,2023-12-25 14:52,0,其他,m
再一次印证张雪峰的话是真理新闻学已死,2023-12-25 14:50,8,湖北,f
看这个标题哈哈，所以说国内媒体行业一坨屎，张雪峰是对的,2023-12-25 14:49,0,浙江,m
新浪新闻的这篇报道，把网友都当成傻子吗？全程都是男方母亲的发言，法院判案是要讲究证据的，这种新闻恶意引导言论，搞得法院乱判案一样这就是张雪峰老师说的传媒行业的现状，只管舆论，不管真相,2023-12-25 14:47,30,浙江,m
//:。。。。首发是哪？,2023-12-25 14:43,0,吉林,m
//:张雪峰是少有的他谈论你的专业时你会奇怪卧槽他怎么这么懂。//:先存一下，回头我高考用,2023-12-25 14:41,0,福建,m
无语了，张雪峰说得对，媒体睁眼说瞎话、颠倒黑白的本事真强！不听法院不听警察，听男方一面之词！笑死了 ,2023-12-25 14:37,64,上海,f
张雪峰开展巡河工作12月21日，区长、总河长张雪峰对细河建设桥至三一八桥段开展巡河工作。区政府办、区农业农村局、红树街道及区河长办相关负责同志陪同调研。张雪峰要求，各级河长要持续强化宣传引导，加强对治水护河知识的宣传力度，进一步提高沿河 张雪峰开展巡河工作12月21日，区长、总河长张雪峰对细河建设桥至三一八桥段开展巡河工作。区政府办、区农业农村局、红树街道及区河长办相关负责同志陪同调研。张雪峰要求，各级河长要持续强化宣传引导，加强对治水护河知识的宣传力度，进一步提高沿河居民及企业的环保意识，加快实现群众关心、支持、参与、监督的“河长制”工作格局，为开展好“河长制”工作营造良好氛围。同时，区河长办要加强与市河长办和其他县区的交流学习，扎实开展各项工作，推动河长制工作取得新突破。,2023-12-25 14:30,0,辽宁,f
张雪峰说的没错，这就是新闻学。真正去了解案件后，才能知道法院判的没有错。今年已经有多起强奸案被法院判为证据不足不予立案，这件立案并判决绝对有充足的证据证明男的强奸女的了，当时这件事还闹上了热搜，没想到几个月过去一边倒，还有人说法官偏袒男的？搞笑吧。 ,2023-12-25 14:28,14,河南,f
//:张雪峰高考前黑过新闻专业，相关人士不服，后来一遇到歪曲报道，就是张雪峰上分时刻，这说明暴论也是一种资产//:张雪峰又上分什么意思,2023-12-25 14:22,0,北京,m
回复:说的太对了！！//:张雪峰一遍一遍被证明是对的,2023-12-25 14:22,0,辽宁,m
听听作为文科生的潮妈怎么评价张雪峰事件。,2023-12-25 14:21,0,上海,m
//:又到了证明张雪峰正确的时刻，中国解放军现在后勤水平是很高的。偶尔吃两口雪或许有，但并非常态。之所以这么写是因为他们新闻专业上学时老师只教了这一种写法。//://:这真不是值得宣传的事，反而是值得检讨的事,2023-12-25 14:17,0,北京,m
这事儿还要问张雪峰//:32家媒体参与报道冲上热搜，你们猜有谁会道歉？,2023-12-25 14:13,0,北京,m
人间真实张雪峰，直言学习才是最简单的事儿。学习很简单，竟争很残酷。祝大家考研成功上岸，为祖国奉献才华。,2023-12-25 14:11,1,广东,m
//:张雪峰一遍一遍被证明是对的,2023-12-25 14:10,0,广东,m
//:张雪峰一遍一遍被证明是对的,2023-12-25 14:06,0,广西,m
张雪峰要封神成圣吗？//:。。。。首发是哪？,2023-12-25 14:05,0,辽宁,m
好的ys技术加审美缺一不可！有的是真搞笑哈！啥技术没有，赢销水平倒是一个比一个牛？张雪峰（人气y生，很多人慕名而去，条件允许的小仙女可以考虑）罗通贵（风格夸张，变化整体比较大） ,2023-12-25 14:04,0,上海,f
所以张雪峰说的真没错，人家郑强2022年接受采访，原话是说“组织明确再干三年，现在已经一年半了”。妈的媒体人真的没几个有道德的,2023-12-25 14:03,0,其他,m
//://:转发微博,2023-12-25 13:58,0,江苏,m
//:张雪峰是少有的他谈论你的专业时你会奇怪卧槽他怎么这么懂。//:先存一下，回头我高考用,2023-12-25 13:57,0,广东,m
//:又到了证明张雪峰正确的时刻，中国解放军现在后勤水平是很高的。偶尔吃两口雪或许有，但并非常态。之所以这么写是因为他们新闻专业上学时老师只教了这一种写法。//://:这真不是值得宣传的事，反而是值得检讨的事,2023-12-25 13:52,4,北京,m
张雪峰来了开始回温了,2023-12-25 13:48,0,辽宁,f
张雪峰是对的,2023-12-25 13:46,0,香港,m
集美问腿叔成都隆胸医生何一波和魏家宾哪个技术好？脂肪和假体胸都有考虑。何脂肪和假体都在做，也做的还比较好，另外找何还有3000点名费。魏案例多，专门找他做的姐妹也有很多，反馈褒贬不一成都丰胸医生：张雪峰、唐勇、罗通贵、宋晓东、潘红伟技术反馈都🉑问集美问腿叔成都隆胸医生何一波和魏家宾哪个技术好？脂肪和假体胸都有考虑。何脂肪和假体都在做，也做的还比较好，另外找何还有3000点名费。魏案例多，专门找他做的姐妹也有很多，反馈褒贬不一成都丰胸医生：张雪峰、唐勇、罗通贵、宋晓东、潘红伟技术反馈都🉑问噢,2023-12-25 13:44,1,福建,f
嗯，一看你就是个文科学霸，服务行业精英,2023-12-25 13:43,0,黑龙江,m
//:气死我了//:这让我毛骨悚然。潜移默化扭曲社会价值。,2023-12-25 13:43,0,其他,m
张雪峰是少有的他谈论你的专业时你会奇怪卧槽他怎么这么懂。//:先存一下，回头我高考用,2023-12-25 13:43,3,海外,m
有点好奇，他们四个一起参加辩论的话，最后赢的会是谁？,2023-12-25 13:42,8,其他,f
发布了头条文章：《考研结束！张雪峰锐评：国内考研卷考生，留学卷家庭！你怎么选？》,2023-12-25 13:41,0,江苏,f
//:张雪峰,2023-12-25 13:31,0,西藏,m
《张雪峰： 经常对孩子说这五句话，相信孩子很快会开窍！  第一句，告诉孩子，学习的本质是自》浏览量：194万点赞量：3278,2023-12-25 13:29,0,广东,f
有些伊森翻车很盐重！搞失败了！不仅心里堵得慌，还要2修(整理了）张雪峰、罗通贵（鼻再造牛p，审美不咋滴，修复做得多，侧面还行，技术没得说）.. ,2023-12-25 13:27,0,江苏,m
张雪峰又上分了，恶臭媒体又开始带节奏了。本来这个案例是个run失败的典型案例，报道原文称：「钱也花光了，身份也没着落，每天愁得发疯，但内心又极度平静，有一种终于蜕完皮的快感」就是几年的时间被芬兰白嫖了，身份也没拿到，钱也花光了。结果却出来这么一个热搜，你这热搜标 张雪峰又上分了，恶臭媒体又开始带节奏了。本来这个案例是个run失败的典型案例，报道原文称：「钱也花光了，身份也没着落，每天愁得发疯，但内心又极度平静，有一种终于蜕完皮的快感」就是几年的时间被芬兰白嫖了，身份也没拿到，钱也花光了。结果却出来这么一个热搜，你这热搜标题党下去，那些成天把北欧当精神祖国的小垃圾不得直接高潮了？现在一些人崇洋媚外以为国外什么都好，有些天天想着精神祖国结果连签证都拿不到，为啥拿不到还不清楚吗？人家国家也不想要垃圾呀西方国家利用一些中国人的崇洋媚外就搞两条战略：让你中产有钱阶级都run外国，然后让你底层内乱,2023-12-25 13:22,1351,天津,m
//:张雪峰是对的//:是的，媒体人都喜欢在零下七度的天气里露天吃烧烤,2023-12-25 13:18,0,其他,m
//:张雪峰,2023-12-25 13:17,0,其他,m
//:哎，飞盘……哎，远程养殖……哎，梅体仁……,2023-12-25 13:15,1,山东,f
为什么四大这种会计师事务所，在张雪峰那里地位那么高？不是很理解…… ,2023-12-25 13:13,0,北京,m
//:郭帆，大刘，吴京，张雪峰配享太庙。,2023-12-25 13:07,0,海外,m
//://:张雪峰是对的～杭城某老牌交通广播的公号内容一直如此博眼球丧心病狂//:水哥你瞅瞅啥啊这,2023-12-25 13:07,0,其他,m
我从不觉得同学们必须要考研,2023-12-25 13:01,1,北京,m
//:张雪峰再上分。,2023-12-25 13:00,0,山东,m
张雪峰说:“如果你是一个内向老实的孩子，千万不能掉入社会底层，一旦掉入社会底层，和一帮没有素质的底层人在一起，就会成为别人欺负的对象。”如果你是个内向老实的人，家里又没什么背景，一定要好好读书，考个好大学，再找个好工作，这样你的人生就会很稳。、对于内向老实的孩子，我们担心的就是 张雪峰说:“如果你是一个内向老实的孩子，千万不能掉入社会底层，一旦掉入社会底层，和一帮没有素质的底层人在一起，就会成为别人欺负的对象。”如果你是个内向老实的人，家里又没什么背景，一定要好好读书，考个好大学，再找个好工作，这样你的人生就会很稳。、对于内向老实的孩子，我们担心的就是“没家底却有家教，”他们尊重规则，道德感比较强，如果不好好读书，落到社会底层，和一帮没有素质的人在一起，会被很多人当成“软柿子”捏。这个社会就是这样，越是层次低的人，认知和受教育程度越有限，他们对待别人也越容易仗势欺人。在生活的最底层，无 知、愚 昧、嫉 恨、使坏，这些并非单纯语言的抨 击，而是绝大程度上的事实。在底层，那些社会阴暗面更为真切立体，所有的勾心斗角、尔虞我诈，都被放大无数倍，有些人为了生存资源，会丧失底线，人格扭曲。我们常说:“人分三六九等，下等人踩人，中等人帮人，上等人捧人。”当你在上层时，尊重规则是生存之道;当你处于下层时，老实内向的人，就会被人叫傻，而别人的狡猾，就会被叫做聪明，现实就是这样惨不忍睹。,2023-12-25 12:52,1,浙江,f
//://://:张雪峰能揭开这层画皮，很了不起,2023-12-25 12:45,0,广东,m
《张雪峰：高中阶段就是坚持下去！能坚持你离成功就近了》播放量：1767点赞量：74,2023-12-25 12:45,0,江苏,m
//:浙江是草莓大省。建德奶油草莓全国有名。新草莓上市季节，杭州卫健委的新媒体小编拆自家草莓的台，感觉这已经不止是“丧心病狂”的问题了。//:张雪峰是对的～杭城某老牌交通广播的公号内容一直如此博眼球丧心病狂,2023-12-25 12:26,0,上海,f
《张雪峰：高中阶段就是坚持下去！能坚持你离成功就近了》播放量：1767点赞量：74,2023-12-25 12:20,0,江苏,m
张雪峰说，不要把孩子培养得太过老实，而是要教给他们七句话。首先，要大声说话，并勇敢地与人眼神接触。其次，不要害怕社交，也不要过分关注同学之间的感情。第三，学会拒绝不想做的事情，即使对方是老师也不能例外。第四，如果同学说你，可以直接回击。第五，如果有人想要你的东西，不要犹 张雪峰说，不要把孩子培养得太过老实，而是要教给他们七句话。首先，要大声说话，并勇敢地与人眼神接触。其次，不要害怕社交，也不要过分关注同学之间的感情。第三，学会拒绝不想做的事情，即使对方是老师也不能例外。第四，如果同学说你，可以直接回击。第五，如果有人想要你的东西，不要犹豫，直接问他：“你想用什么来交换？”第六，如果受到委屈，第一时间告诉父母，他们会永远支持你。最后，不要太在意老师对你的评价。这些都是教育孩子的重要感悟。我们应该鼓励孩子勇敢表达自己，接纳他们不优秀的一面，教导他们如何处理不公平待遇。,2023-12-25 12:12,0,其他,m
张雪峰经典问答～努力VS起点,2023-12-25 12:09,0,浙江,f
张雪峰老师直播连线，为家长详细解答专业,2023-12-25 12:08,19,其他,m
刘亦菲去有风的地方一小朋友说了句不要听张雪峰胡言八道，真张雪峰急了,2023-12-25 12:04,370,上海,f
越长大越觉得那个老师张雪峰说的是没错的，我们应该提升自己的一个文字能力真的是到哪里都需要，你有很好的文案能力那时候随口能说出一些好的文章，更好的语句都会觉得特别美好。 ,2023-12-25 12:00,0,其他,f
//:张雪峰是对的～杭城某老牌交通广播的公号内容一直如此博眼球丧心病狂//:水哥你瞅瞅啥啊这,2023-12-25 11:59,0,北京,m
所以关草莓什么事//:张雪峰是对的～杭城某老牌交通广播的公号内容一直如此博眼球丧心病狂//:水哥你瞅瞅啥啊这,2023-12-25 11:55,0,广西,m
《张雪峰鼓吹计算机专业，很多家长给孩子报少儿编程培训，被骗惨了》播放量：1.9万点赞量：1171,2023-12-25 11:53,1,四川,m
前两天就有小可爱在讲，以为自己对比好的很不错的一位，实际发现是包装的。得看的细一些，比如：就例如这个：成都傲诺拉魏家宾：效果自然，j体边缘不明显就说说这些吧：成都美辰星耀谢良波、成都圣丹福张雪峰、成都美容赖明忠、四川晶肤陈国双怎么样呢？技术怎么样？怎么样？可问可查可对 前两天就有小可爱在讲，以为自己对比好的很不错的一位，实际发现是包装的。得看的细一些，比如：就例如这个：成都傲诺拉魏家宾：效果自然，j体边缘不明显就说说这些吧：成都美辰星耀谢良波、成都圣丹福张雪峰、成都美容赖明忠、四川晶肤陈国双怎么样呢？技术怎么样？怎么样？可问可查可对比。,2023-12-25 11:53,1,北京,f
我都坚持戴3年口罩了，这是在？//:张雪峰配享太庙～,2023-12-25 11:51,0,其他,f
去年上热搜，今年上两次热搜，半年一次，还是同一家媒体发布，喔哟哟，现在国内的新闻媒体能不能有点职业素质，外贸制造业咋样了，房价咋样了，猪肉跌了这些国计民生的东西才是你们媒体行业应该关注的吧！真不怪人家张雪峰！ ,2023-12-25 11:42,0,四川,f
,2023-12-25 11:42,0,其他,f
张雪峰老师批新闻专业不是人读的。老师诚不欺我也！,2023-12-25 11:37,0,浙江,f
//:理解张雪峰，成为张献忠,2023-12-25 11:35,0,北京,m
张雪峰老师配享太庙,2023-12-25 11:29,0,上海,f
张雪峰说，不要把孩子培养得太过老实，而是要教给他们七句话。首先，要大声说话，并勇敢地与人眼神接触。其次，不要害怕社交，也不要过分关注同学之间的感情。第三，学会拒绝不想做的事情，即使对方是老师也不能例外。第四，如果同学说你，可以直接回击。第五，如果有人想要你的东西，不要犹 张雪峰说，不要把孩子培养得太过老实，而是要教给他们七句话。首先，要大声说话，并勇敢地与人眼神接触。其次，不要害怕社交，也不要过分关注同学之间的感情。第三，学会拒绝不想做的事情，即使对方是老师也不能例外。第四，如果同学说你，可以直接回击。第五，如果有人想要你的东西，不要犹豫，直接问他：“你想用什么来交换？”第六，如果受到委屈，第一时间告诉父母，他们会永远支持你。最后，不要太在意老师对你的评价。这些都是教育孩子的重要感悟。我们应该鼓励孩子勇敢表达自己，接纳他们不优秀的一面，教导他们如何处理不公平待遇。,2023-12-25 11:19,0,其他,f
张雪峰说过，文科的都是服务业，我觉得说的没毛病。现在干啥不是服务业🙊 ,2023-12-25 11:17,0,其他,f
"有的小姐妹问是不是长的好看的医森，技术就不错？啊？！可别小看这位哦：成都丰胸张雪峰：面诊很细心，风格属于自然保守型,不会做得太夸张看这些了吗？艾剑英、董茂林、韩忠辉、张雪峰、杨迪、常双模、陈辉、肖海涛、金志昱、陈强做的好吗？经验丰富吗？集美们有想要了解的，来问就行了。 有的小姐妹问是不是长的好看的医森，技术就不错？啊？！可别小看这位哦：成都丰胸张雪峰：面诊很细心，风格属于自然保守型,不会做得太夸张看这些了吗？艾剑英、董茂林、韩忠辉、张雪峰、杨迪、常双模、陈辉、肖海涛、金志昱、陈强做的好吗？经验丰富吗？集美们有想要了解的，来问就行了。",2023-12-25 11:15,1,北京,f
我宣布！张雪峰你真的配享太庙啊啊！！！  ,2023-12-25 11:10,5,宁夏,f
//:想想谁在控制舆论影响力，谁在利用传播渠道的资源进行价值引导，普通人为自己利益发声，如果不能被利用反体制，能给你多少曝光率？,2023-12-25 11:08,0,江苏,f
张献忠是对的//:,2023-12-25 11:04,0,福建,m
艹//:浙江是草莓大省。建德奶油草莓全国有名。新草莓上市季节，杭州卫健委的新媒体小编拆自家草莓的台，感觉这已经不止是“丧心病狂”的问题了。//:张雪峰是对的～杭城某老牌交通广播的公号内容一直如此博眼球丧心病狂,2023-12-25 11:02,0,浙江,m
张雪峰说考研就业的视频,2023-12-25 10:58,0,其他,m
我突然想起看张雪峰老师连线家长的一幕，家长笑嘻嘻地说高中生孩子因为怕被生物老师再打所以先做生物再做其它科目，我的心情和张老师的震惊脸表达了一个意思：中国的家长到底要在哪一年才能【进化到】无条件站在自己的孩子背后保护他们！保护他们！！ ,2023-12-25 10:53,0,海外,m
//:气死我了//:这让我毛骨悚然。潜移默化扭曲社会价值。,2023-12-25 10:51,0,浙江,f
【考研政治简单”上热搜，张雪峰提醒】12月23日，2024年全国硕士研究生招生考试拉开帷幕。一大早，“图书馆空了”便冲上了热搜第一。,2023-12-25 10:51,1,江苏,f
张雪峰,2023-12-25 10:47,0,山东,m
有人说，张雪峰给高中生说的10句话很实在，要是过去没看到，现在看到都不晚！1、高考是你一生中，是可以改变命运的最佳机会！它独特有两点：一是成败由你掌握，二是相对来说它最公平。2、高中三大主科：语数英！你最低要考300分，不然无缘一本。如果你要上985，三门主科要考360分，三门副科都得上8 有人说，张雪峰给高中生说的10句话很实在，要是过去没看到，现在看到都不晚！1、高考是你一生中，是可以改变命运的最佳机会！它独特有两点：一是成败由你掌握，二是相对来说它最公平。2、高中三大主科：语数英！你最低要考300分，不然无缘一本。如果你要上985，三门主科要考360分，三门副科都得上80分。3、高中生考大学，公认的三大阻碍：玩手机，谈恋爱，叛逆期。4、每次模拟考试的成功或失利，并不能代表你的高考水平。但你记住：运气与状态决定你的上限，但实力决定你的下限！5、高中英语3600单词都认不全，英语不可能考120分！还有，你买菜的时候确实用不上英语，但是它能决定你在哪儿买菜。6、高中生记住：不要迷信刷题，更不能不刷题！什么意思? 不要假努力只刷会的题，应该多刷不会的题。因为做题数量跟分数没有关系，质量跟分数才有关系！7、一般来说，任课老师会陪你三年！别讨厌她，更不要因为她，不喜欢她教的的科目。另外，老师不是魔鬼，所以别害怕问老师题目。8、高中没必要搞人际关系，优生没时间，差生爱成群！你问问爸爸妈妈，有多少高中同学还有联系？9、身体是学习的本钱！特别是高三后期。学业的压力，让很多弱不禁风的优生，总是因为生病，三天两头请假。所以，学会劳逸结合！坚持适度原则，该学习时就心无旁骛，该休息时就卸下包袱，跑跑步，打打球。10、三年高中，一千个日夜。学业压力，同学相处，未来憧憬。你心里有想法，或者有困难时候，可以找父母或者老师倾诉。一是说出来，比闷在心里更舒服。二是父母老师都会尽力帮你度过难关。,2023-12-25 10:46,52,福建,f
张雪峰老师想了想说， “学文科…很好，是根据客户心理提供情绪价值的工作”。俺：中文博大精深 ,2023-12-25 10:45,0,北京,f
张雪峰老师真的太厉害了,2023-12-25 10:39,0,甘肃,f
【🐰】 刘亦菲的那部剧去有风的地方，小朋友：不要听张雪峰胡说八道。张雪峰：小朋友你考研吗？这算是张雪峰去有风的地方意外联动吗？ ,2023-12-25 10:29,217,上海,f
,2023-12-25 10:27,0,陕西,m
张雪峰又上分系列。明明原因是非法出版并获利千万，非要用“女”“研究生”“黄书”来引导。不过确实这样更有热度呢。呵呵。 ,2023-12-25 10:20,0,其他,m
复式的笔试怎么过?来来来，张雪峰老师教你哦～,2023-12-25 10:18,199,甘肃,m
世界上没有绝对的善人与恶人，就算喜欢老师，但是他是你的老师，能决定你以后登多大的平台，人该服软的时候要学会服软,2023-12-25 10:18,143,甘肃,m
安徽孩子在吉林上大学，嫌天气冷总生病，老张：你身体不好多锻炼,2023-12-25 10:13,13,其他,m
司马标题党，张雪峰疯狂分,2023-12-25 10:12,0,广东,m
张雪峰谈钱途最好的专业,2023-12-25 10:04,3,辽宁,f
张雪峰：这社会有两种地位，我们努力的的意义在于让身边的人能过的轻松,2023-12-25 10:01,7,上海,m
//:想想谁在控制舆论影响力，谁在利用传播渠道的资源进行价值引导，普通人为自己利益发声，如果不能被利用反体制，能给你多少曝光率？,2023-12-25 09:54,0,上海,m
每个土象都这么做的，起码我身边的，真的每一个都这样😂，好奇土象还去听张雪峰的吗？现实打手活法。预约私信,2023-12-25 09:53,0,其他,m
"天呐！太厉害了！张雪峰老师把高考志愿填报十大铁律给大家整理出来了：铁律一：普通家庭靠自己，优选医学、军校、师范生。铁律二：富裕家庭子承父业，首选金融、经济和管理。铁律三：毕业想高薪起步，名校电子通信、计算机。铁律四：人工智能大数据，名校师资有保障。铁律五：如无名校之能，莫进 天呐！太厉害了！张雪峰老师把高考志愿填报十大铁律给大家整理出来了：铁律一：普通家庭靠自己，优选医学、军校、师范生。铁律二：富裕家庭子承父业，首选金融、经济和管理。铁律三：毕业想高薪起步，名校电子通信、计算机。铁律四：人工智能大数据，名校师资有保障。铁律五：如无名校之能，莫进经管之院。铁律六：""生、化、环、材""慎选择，不读硕博莫接触。铁律七：农林、地矿、石油和土建，风雨野外常相伴。铁律八：艺术之路费钱又费力，天赋、人脉、运气皆需备。铁律九：医学法学路漫漫，学成自有好前程；法学还要拼证书。铁律十：天才之志在改变世界，平凡之人求一份好工作；认清自己最重要。",2023-12-25 09:53,0,其他,f
张雪峰所言非虚//:张雪峰再上分。,2023-12-25 09:44,0,天津,m
"天呐！太厉害了！张雪峰老师把高考志愿填报十大铁律给大家整理出来了：铁律一：普通家庭靠自己，优选医学、军校、师范生。铁律二：富裕家庭子承父业，首选金融、经济和管理。铁律三：毕业想高薪起步，名校电子通信、计算机。铁律四：人工智能大数据，名校师资有保障。铁律五：如无名校之能，莫进 天呐！太厉害了！张雪峰老师把高考志愿填报十大铁律给大家整理出来了：铁律一：普通家庭靠自己，优选医学、军校、师范生。铁律二：富裕家庭子承父业，首选金融、经济和管理。铁律三：毕业想高薪起步，名校电子通信、计算机。铁律四：人工智能大数据，名校师资有保障。铁律五：如无名校之能，莫进经管之院。铁律六：""生、化、环、材""慎选择，不读硕博莫接触。铁律七：农林、地矿、石油和土建，风雨野外常相伴。铁律八：艺术之路费钱又费力，天赋、人脉、运气皆需备。铁律九：医学法学路漫漫，学成自有好前程；法学还要拼证书。铁律十：天才之志在改变世界，平凡之人求一份好工作；认清自己最重要。",2023-12-25 09:42,2,四川,f
真是痛苦了想起张雪峰讲过冻鼻子的段子了,2023-12-25 09:34,0,河北,m
《张雪峰： 经常对孩子说这五句话，相信孩子很快会开窍！  第一句，告诉孩子，学习的本质是自》浏览量：179万点赞量：3058,2023-12-25 09:32,0,辽宁,m
山东没那么冷，但是零下肯定是有的。撒比才坐在零下的室外吃烧烤。坐室内吃吃火锅他不暖和吗？//:可以让文章作者在零下20度的室外坐几个小时试试//:你们发出的每一条新闻，都在证明张雪峰是多么的正确！,2023-12-25 09:31,0,北京,m
传媒专业。。。张雪峰老师说不要上的那个专业//:非常同意，所谓传媒人的文科背景 ，在逻辑，数理，批判性思维方面，深度思考和判断，甚至提问的能力太弱，而主观“表现”的意愿太强,2023-12-25 09:22,0,北京,m
别的媒体发也就算了也这样发，对老百姓的误导更大啊！//:张雪峰是对的～杭城某老牌交通广播的公号内容一直如此博眼球丧心病狂//:水哥你瞅瞅啥啊这,2023-12-25 09:18,0,北京,m
先收藏一下张雪峰的建议,2023-12-25 09:16,0,河北,f
//:张雪峰是对的～杭城某老牌交通广播的公号内容一直如此博眼球丧心病狂//:水哥你瞅瞅啥啊这,2023-12-25 09:14,0,北京,m
我在想，对于相当一部分认为陶勇在女儿生日的做法没问题的男性，他们内心可能也向往成为陶勇这样的父亲。那他们肯定很讨厌张雪峰这种父亲，因为他太爱太宠溺女儿了，把女儿当小公主一样。 ,2023-12-25 08:43,77,海外,m
老天爷，昨晚在梦里和张雪峰谈恋爱，真是太甜了……醒来回味无穷…… ,2023-12-25 08:20,9,上海,f
这段话张雪峰说孩子能听，家长说孩子就不一定听//:不仅是职业规划老师，更是人生方向引导老师。能得到他指点的孩子真是幸运,2023-12-25 08:13,0,黑龙江,f
二月兰花海（使用App创作）,2023-12-25 08:06,0,黑龙江,m
张雪峰被称为考研届的相声演员,2023-12-25 07:59,5,香港,m
张雪峰说，不要把孩子培养得太过老实，而是要教给他们七句话。首先，要大声说话，并勇敢地与人眼神接触。其次，不要害怕社交，也不要过分关注同学之间的感情。第三，学会拒绝不想做的事情，即使对方是老师也不能例外。第四，如果同学说你，可以直接回击。第五，如果有人想要你的东西，不要犹 张雪峰说，不要把孩子培养得太过老实，而是要教给他们七句话。首先，要大声说话，并勇敢地与人眼神接触。其次，不要害怕社交，也不要过分关注同学之间的感情。第三，学会拒绝不想做的事情，即使对方是老师也不能例外。第四，如果同学说你，可以直接回击。第五，如果有人想要你的东西，不要犹豫，直接问他：“你想用什么来交换？”第六，如果受到委屈，第一时间告诉父母，他们会永远支持你。最后，不要太在意老师对你的评价。这些都是教育孩子的重要感悟。我们应该鼓励孩子勇敢表达自己，接纳他们不优秀的一面，教导他们如何处理不公平待遇。,2023-12-25 07:46,0,北京,m
张雪峰老师把大学四年的最佳安排都整理出来了！赶紧收藏！ ,2023-12-25 07:43,0,甘肃,f
张雪峰,2023-12-25 07:35,0,上海,m
只能说张雪峰持续上分 ,2023-12-25 07:15,0,辽宁,f
张雪峰大学四年最佳安排,2023-12-25 07:10,0,湖北,f
这一刻他们拾起了多少人的读书梦 .董宇辉 .撒贝宁 .张雪峰 .罗翔 .李雪琴 ..,2023-12-25 07:01,1,浙江,m
张雪峰老师,2023-12-25 07:00,0,其他,m
为什么之前很多人喜欢张雪峰，现在却很讨厌？ ,2023-12-25 07:00,3,其他,f
,2023-12-25 06:55,0,江苏,m
张雪峰专业,2023-12-25 06:54,0,河北,m
张雪峰//:转发微博,2023-12-25 06:46,0,其他,m
,2023-12-25 06:19,0,四川,m
它们在反复证明//:浙江是草莓大省。建德奶油草莓全国有名。新草莓上市季节，杭州卫健委的新媒体小编拆自家草莓的台，感觉这已经不止是“丧心病狂”的问题了。//:张雪峰是对的～杭城某老牌交通广播的公号内容一直如此博眼球丧心病狂,2023-12-25 06:13,0,上海,f
当初要是有张雪峰指导高考填报志愿或者考研就好了。这个时代的信息差真的太重要了，农村人坐井观天，眼界带来的认知狭隘，真的是太可怕了。真的庆幸自己年轻的时候尽管没有考上好的专业，但是起码努力过了，也很有勇气走出舒适区考研转博什么的。希望以后找个好工作吧，咱就是说。 ,2023-12-25 05:37,0,其他,m
张雪峰老师配享太庙！专业选择最全整理来了，太厉害了！赶紧收藏！ ,2023-12-25 04:43,0,河北,m
哈哈哈哈哈电商判官罗永浩  一开始有点错怪罗哥了道歉,2023-12-25 04:08,0,其他,m
哈哈哈哈哈电商判官罗永浩  一开始有点错怪罗哥了道歉,2023-12-25 04:06,0,山东,m
